   , dataset      , board     , num_cpus, chunksize, implementation, runtime
297, rgg_n_2_22_s0, pioneer   ,        1,        64, openmp        ,  2.259046307273668
298, rgg_n_2_22_s0, pioneer   ,        1,       256, openmp        ,  2.259046307273668
299, rgg_n_2_22_s0, pioneer   ,        1,      1024, openmp        ,  2.259046307273668
300, rgg_n_2_22_s0, pioneer   ,        1,      4096, openmp        ,  2.259046307273668
301, rgg_n_2_22_s0, pioneer   ,        1,        16, openmp        ,  2.232577905794887
302, rgg_n_2_22_s0, pioneer   ,        1,        32, openmp        ,  2.232577905794887
303, rgg_n_2_22_s0, pioneer   ,        1,        64, openmp        ,  2.232577905794887
304, rgg_n_2_22_s0, pioneer   ,        1,       256, openmp        ,  2.232577905794887
305, rgg_n_2_22_s0, pioneer   ,        1,      1024, openmp        ,  2.232577905794887
306, rgg_n_2_22_s0, pioneer   ,        1,      4096, openmp        ,  2.232577905794887
307, europe_osm   , pioneer   ,        1,        16, openmp        , 11.039432675929826
308, europe_osm   , pioneer   ,        1,        32, openmp        , 11.039432675929826
309, europe_osm   , pioneer   ,        1,        64, openmp        , 11.039432675929826
310, europe_osm   , pioneer   ,        1,       256, openmp        , 11.039432675929826
311, europe_osm   , pioneer   ,        1,      1024, openmp        , 11.039432675929826
312, europe_osm   , pioneer   ,        1,      4096, openmp        , 11.039432675929826
313, europe_osm   , pioneer   ,        1,        16, openmp        , 11.030443740426565
314, europe_osm   , pioneer   ,        1,        32, openmp        , 11.030443740426565
315, europe_osm   , pioneer   ,        1,        64, openmp        , 11.030443740426565
316, europe_osm   , pioneer   ,        1,       256, openmp        , 11.030443740426565
317, europe_osm   , pioneer   ,        1,      1024, openmp        , 11.030443740426565
318, europe_osm   , pioneer   ,        1,      4096, openmp        , 11.030443740426565
319, GAP-road     , pioneer   ,        1,      4096, mcslock       ,  4.09442282845747
320, rgg_n_2_22_s0, pioneer   ,        1,      4096, mcslock       ,  2.1763045105014647
321, rgg_n_2_22_s0, pioneer   ,        1,        32, mcslock       ,  2.2580191910473166
322, GAP-road     , pioneer   ,        1,        32, mcslock       ,  4.316889565558443
323, GAP-road     , pioneer   ,        1,        64, mcslock       ,  4.418084932868816
324, rgg_n_2_22_s0, pioneer   ,        1,        64, mcslock       ,  2.2039711789249243
325, GAP-road     , pioneer   ,        1,      1024, mcslock       ,  4.347496522997593
326, rgg_n_2_22_s0, pioneer   ,        1,      1024, mcslock       ,  2.2172167239628546
327, GAP-road     , pioneer   ,        1,        16, mcslock       ,  4.4545628618692925
328, rgg_n_2_22_s0, pioneer   ,        1,        16, mcslock       ,  2.306465763174171
329, GAP-road     , bananaf3  ,        4,        16, openmp        ,  2.754095951344698
330, GAP-road     , bananaf3  ,        4,        32, openmp        ,  2.754095951344698
331, GAP-road     , bananaf3  ,        4,        64, openmp        ,  2.754095951344698
332, GAP-road     , bananaf3  ,        4,       256, openmp        ,  2.754095951344698
333, GAP-road     , bananaf3  ,        4,      1024, openmp        ,  2.754095951344698
334, GAP-road     , bananaf3  ,        4,      4096, openmp        ,  2.754095951344698
335, rgg_n_2_22_s0, bananaf3  ,        4,        16, openmp        ,  1.501607510058803
336, rgg_n_2_22_s0, bananaf3  ,        4,        32, openmp        ,  1.501607510058803
337, rgg_n_2_22_s0, bananaf3  ,        4,        64, openmp        ,  1.501607510058803
338, rgg_n_2_22_s0, bananaf3  ,        4,       256, openmp        ,  1.501607510058803
339, rgg_n_2_22_s0, bananaf3  ,        4,      1024, openmp        ,  1.501607510058803
340, rgg_n_2_22_s0, bananaf3  ,        4,      4096, openmp        ,  1.501607510058803
341, GAP-road     , bananaf3  ,        4,        16, openmp        ,  2.8923540174831452
342, GAP-road     , bananaf3  ,        4,        32, openmp        ,  2.8923540174831452
343, GAP-road     , bananaf3  ,        4,        64, openmp        ,  2.8923540174831452
344, GAP-road     , bananaf3  ,        4,       256, openmp        ,  2.8923540174831452
345, GAP-road     , bananaf3  ,        4,      1024, openmp        ,  2.8923540174831452
346, GAP-road     , bananaf3  ,        4,      4096, openmp        ,  2.8923540174831452
347, europe_osm   , bananaf3  ,        4,        16, openmp        ,  6.898743725383098
348, europe_osm   , bananaf3  ,        4,        32, openmp        ,  6.898743725383098
349, europe_osm   , bananaf3  ,        4,        64, openmp        ,  6.898743725383098
350, europe_osm   , bananaf3  ,        4,       256, openmp        ,  6.898743725383098
351, europe_osm   , bananaf3  ,        4,      1024, openmp        ,  6.898743725383098
352, europe_osm   , bananaf3  ,        4,      4096, openmp        ,  6.898743725383098
353, GAP-road     , arriesgado,        1,       256, mcslock       ,  9.390877566320734
354, rgg_n_2_22_s0, arriesgado,        1,       256, mcslock       ,  5.038588349146083
355, rgg_n_2_22_s0, arriesgado,        1,      4096, mcslock       ,  5.053987359642838
356, GAP-road     , arriesgado,        1,      4096, mcslock       ,  9.705869502767655
357, GAP-road     , arriesgado,        1,        32, mcslock       ,  9.549297052187137
358, rgg_n_2_22_s0, arriesgado,        1,        32, mcslock       ,  4.999000902576066
359, GAP-road     , arriesgado,        1,        64, mcslock       ,  9.505269264956938
360, rgg_n_2_22_s0, arriesgado,        1,        64, mcslock       ,  5.001762114692269
361, rgg_n_2_22_s0, arriesgado,        1,      1024, mcslock       ,  5.0208293837889535
362, GAP-road     , arriesgado,        1,      1024, mcslock       ,  9.522538717627869
363, rgg_n_2_22_s0, arriesgado,        1,        16, mcslock       ,  5.080355330656686
364, GAP-road     , arriesgado,        1,        16, mcslock       ,  9.65663176551757
365, rgg_n_2_22_s0, bananaf3  ,        8,        16, openmp        ,  0.8360145949252229
366, rgg_n_2_22_s0, bananaf3  ,        8,        32, openmp        ,  0.8360145949252229
367, rgg_n_2_22_s0, bananaf3  ,        8,        64, openmp        ,  0.8360145949252229
368, rgg_n_2_22_s0, bananaf3  ,        8,       256, openmp        ,  0.8360145949252229
369, rgg_n_2_22_s0, bananaf3  ,        8,      1024, openmp        ,  0.8360145949252229
370, rgg_n_2_22_s0, bananaf3  ,        8,      4096, openmp        ,  0.8360145949252229
371, GAP-road     , bananaf3  ,        8,        16, openmp        ,  1.7179704004539653
372, GAP-road     , bananaf3  ,        8,        32, openmp        ,  1.7179704004539653
373, GAP-road     , bananaf3  ,        8,        64, openmp        ,  1.7179704004539653
374, GAP-road     , bananaf3  ,        8,       256, openmp        ,  1.7179704004539653
375, GAP-road     , bananaf3  ,        8,      1024, openmp        ,  1.7179704004539653
376, GAP-road     , bananaf3  ,        8,      4096, openmp        ,  1.7179704004539653
377, europe_osm   , bananaf3  ,        8,        16, openmp        ,  3.7489061799015593
378, europe_osm   , bananaf3  ,        8,        32, openmp        ,  3.7489061799015593
379, europe_osm   , bananaf3  ,        8,        64, openmp        ,  3.7489061799015593
380, europe_osm   , bananaf3  ,        8,       256, openmp        ,  3.7489061799015593
381, europe_osm   , bananaf3  ,        8,      1024, openmp        ,  3.7489061799015593
382, europe_osm   , bananaf3  ,        8,      4096, openmp        ,  3.7489061799015593
383, rgg_n_2_22_s0, pioneer   ,        2,        16, openmp        ,  1.2530636822405377
384, rgg_n_2_22_s0, pioneer   ,        2,        32, openmp        ,  1.2530636822405377
385, rgg_n_2_22_s0, pioneer   ,        2,        64, openmp        ,  1.2530636822405377
386, rgg_n_2_22_s0, pioneer   ,        2,       256, openmp        ,  1.2530636822405377
387, rgg_n_2_22_s0, pioneer   ,        2,      1024, openmp        ,  1.2530636822405377
388, rgg_n_2_22_s0, pioneer   ,        2,      4096, openmp        ,  1.2530636822405377
389, GAP-road     , pioneer   ,        2,        16, openmp        ,  2.021806137395484
390, GAP-road     , pioneer   ,        2,        32, openmp        ,  2.021806137395484
391, GAP-road     , pioneer   ,        2,        64, openmp        ,  2.021806137395484
392, GAP-road     , pioneer   ,        2,       256, openmp        ,  2.021806137395484
393, GAP-road     , pioneer   ,        2,      1024, openmp        ,  2.021806137395484
394, GAP-road     , pioneer   ,        2,      4096, openmp        ,  2.021806137395484
395, europe_osm   , pioneer   ,        2,        16, openmp        ,  5.6638936715404204
396, europe_osm   , pioneer   ,        2,        32, openmp        ,  5.6638936715404204
397, europe_osm   , pioneer   ,        2,        64, openmp        ,  5.6638936715404204
398, europe_osm   , pioneer   ,        2,       256, openmp        ,  5.6638936715404204
399, europe_osm   , pioneer   ,        2,      1024, openmp        ,  5.6638936715404204
400, europe_osm   , pioneer   ,        2,      4096, openmp        ,  5.6638936715404204
401, europe_osm   , pioneer   ,        2,        16, openmp        ,  6.57032933352415
402, europe_osm   , pioneer   ,        2,        32, openmp        ,  6.57032933352415
403, europe_osm   , pioneer   ,        2,        64, openmp        ,  6.57032933352415
404, europe_osm   , pioneer   ,        2,       256, openmp        ,  6.57032933352415
405, europe_osm   , pioneer   ,        2,      1024, openmp        ,  6.57032933352415
406, europe_osm   , pioneer   ,        2,      4096, openmp        ,  6.57032933352415
407, GAP-road     , pioneer   ,        2,        16, openmp        ,  1.8098486849282853
408, GAP-road     , pioneer   ,        2,        32, openmp        ,  1.8098486849282853
409, GAP-road     , pioneer   ,        2,        64, openmp        ,  1.8098486849282853
410, GAP-road     , pioneer   ,        2,       256, openmp        ,  1.8098486849282853
411, GAP-road     , pioneer   ,        2,      1024, openmp        ,  1.8098486849282853
412, GAP-road     , pioneer   ,        2,      4096, openmp        ,  1.8098486849282853
413, rgg_n_2_22_s0, pioneer   ,        2,        16, openmp        ,  1.463330616246747
414, rgg_n_2_22_s0, pioneer   ,        2,        32, openmp        ,  1.463330616246747
415, rgg_n_2_22_s0, pioneer   ,        2,        64, openmp        ,  1.463330616246747
416, rgg_n_2_22_s0, pioneer   ,        2,       256, openmp        ,  1.463330616246747
417, rgg_n_2_22_s0, pioneer   ,        2,      1024, openmp        ,  1.463330616246747
418, rgg_n_2_22_s0, pioneer   ,        2,      4096, openmp        ,  1.463330616246747
419, rgg_n_2_22_s0, pioneer   ,        2,      4096, mcslock       ,  2.1283547170412045
420, GAP-road     , pioneer   ,       64,        16, openmp        ,  0.6430362434296754
421, GAP-road     , pioneer   ,       64,        32, openmp        ,  0.6430362434296754
422, GAP-road     , pioneer   ,       64,        64, openmp        ,  0.6430362434296754
423, GAP-road     , pioneer   ,       64,       256, openmp        ,  0.6430362434296754
424, GAP-road     , pioneer   ,       64,      1024, openmp        ,  0.6430362434296754
425, GAP-road     , pioneer   ,       64,      4096, openmp        ,  0.6430362434296754
426, GAP-road     , pioneer   ,       64,        16, openmp        ,  0.5287869309781664
427, GAP-road     , pioneer   ,       64,        32, openmp        ,  0.5287869309781664
428, GAP-road     , pioneer   ,       64,        64, openmp        ,  0.5287869309781664
429, GAP-road     , pioneer   ,       64,       256, openmp        ,  0.5287869309781664
430, GAP-road     , pioneer   ,       64,      1024, openmp        ,  0.5287869309781664
431, GAP-road     , pioneer   ,       64,      4096, openmp        ,  0.5287869309781664
432, rgg_n_2_22_s0, pioneer   ,       64,        16, openmp        ,  0.5039214230492366
433, rgg_n_2_22_s0, pioneer   ,       64,        32, openmp        ,  0.5039214230492366
434, rgg_n_2_22_s0, pioneer   ,       64,        64, openmp        ,  0.5039214230492366
435, rgg_n_2_22_s0, pioneer   ,       64,       256, openmp        ,  0.5039214230492366
436, rgg_n_2_22_s0, pioneer   ,       64,      1024, openmp        ,  0.5039214230492366
437, rgg_n_2_22_s0, pioneer   ,       64,      4096, openmp        ,  0.5039214230492366
438, rgg_n_2_22_s0, pioneer   ,       64,        16, openmp        ,  0.3387858584792408
439, rgg_n_2_22_s0, pioneer   ,       64,        32, openmp        ,  0.3387858584792408
440, rgg_n_2_22_s0, pioneer   ,       64,        64, openmp        ,  0.3387858584792408
441, rgg_n_2_22_s0, pioneer   ,       64,       256, openmp        ,  0.3387858584792408
442, rgg_n_2_22_s0, pioneer   ,       64,      1024, openmp        ,  0.3387858584792408
443, rgg_n_2_22_s0, pioneer   ,       64,      4096, openmp        ,  0.3387858584792408
444, europe_osm   , pioneer   ,       64,        16, openmp        ,  1.3761994609168786
445, europe_osm   , pioneer   ,       64,        32, openmp        ,  1.3761994609168786
446, europe_osm   , pioneer   ,       64,        64, openmp        ,  1.3761994609168786
447, europe_osm   , pioneer   ,       64,       256, openmp        ,  1.3761994609168786
448, europe_osm   , pioneer   ,       64,      1024, openmp        ,  1.3761994609168786
449, europe_osm   , pioneer   ,       64,      4096, openmp        ,  1.3761994609168786
450, europe_osm   , pioneer   ,       64,        16, openmp        ,  1.8225313619607224
451, europe_osm   , pioneer   ,       64,        32, openmp        ,  1.8225313619607224
452, europe_osm   , pioneer   ,       64,        64, openmp        ,  1.8225313619607224
453, europe_osm   , pioneer   ,       64,       256, openmp        ,  1.8225313619607224
454, europe_osm   , pioneer   ,       64,      1024, openmp        ,  1.8225313619607224
455, europe_osm   , pioneer   ,       64,      4096, openmp        ,  1.8225313619607224
456, europe_osm   , pioneer   ,        4,        16, openmp        ,  4.086895542180023
457, europe_osm   , pioneer   ,        4,        32, openmp        ,  4.086895542180023
458, europe_osm   , pioneer   ,        4,        64, openmp        ,  4.086895542180023
459, europe_osm   , pioneer   ,        4,       256, openmp        ,  4.086895542180023
460, europe_osm   , pioneer   ,        4,      1024, openmp        ,  4.086895542180023
461, europe_osm   , pioneer   ,        4,      4096, openmp        ,  4.086895542180023
462, europe_osm   , pioneer   ,        4,        16, openmp        ,  4.247540688864592
463, europe_osm   , pioneer   ,        4,        32, openmp        ,  4.247540688864592
464, europe_osm   , pioneer   ,        4,        64, openmp        ,  4.247540688864592
465, europe_osm   , pioneer   ,        4,       256, openmp        ,  4.247540688864592
466, europe_osm   , pioneer   ,        4,      1024, openmp        ,  4.247540688864592
467, europe_osm   , pioneer   ,        4,      4096, openmp        ,  4.247540688864592
468, GAP-road     , pioneer   ,        4,        16, openmp        ,  1.5386125530243333
469, GAP-road     , pioneer   ,        4,        32, openmp        ,  1.5386125530243333
470, GAP-road     , pioneer   ,        4,        64, openmp        ,  1.5386125530243333
471, GAP-road     , pioneer   ,        4,       256, openmp        ,  1.5386125530243333
472, GAP-road     , pioneer   ,        4,      1024, openmp        ,  1.5386125530243333
473, GAP-road     , pioneer   ,        4,      4096, openmp        ,  1.5386125530243333
474, GAP-road     , pioneer   ,        4,        16, openmp        ,  1.3966970251467608
475, GAP-road     , pioneer   ,        4,        32, openmp        ,  1.3966970251467608
476, GAP-road     , pioneer   ,        4,        64, openmp        ,  1.3966970251467608
477, GAP-road     , pioneer   ,        4,       256, openmp        ,  1.3966970251467608
478, GAP-road     , pioneer   ,        4,      1024, openmp        ,  1.3966970251467608
479, GAP-road     , pioneer   ,        4,      4096, openmp        ,  1.3966970251467608
480, rgg_n_2_22_s0, pioneer   ,        4,        16, openmp        ,  0.7454770871004062
481, rgg_n_2_22_s0, pioneer   ,        4,        32, openmp        ,  0.7454770871004062
482, rgg_n_2_22_s0, pioneer   ,        4,        64, openmp        ,  0.7454770871004062
483, rgg_n_2_22_s0, pioneer   ,        4,       256, openmp        ,  0.7454770871004062
484, rgg_n_2_22_s0, pioneer   ,        4,      1024, openmp        ,  0.7454770871004062
485, rgg_n_2_22_s0, pioneer   ,        4,      4096, openmp        ,  0.7454770871004062
486, rgg_n_2_22_s0, pioneer   ,        4,        16, openmp        ,  0.7424222515675577
487, rgg_n_2_22_s0, pioneer   ,        4,        32, openmp        ,  0.7424222515675577
488, rgg_n_2_22_s0, pioneer   ,        4,        64, openmp        ,  0.7424222515675577
489, rgg_n_2_22_s0, pioneer   ,        4,       256, openmp        ,  0.7424222515675577
490, rgg_n_2_22_s0, pioneer   ,        4,      1024, openmp        ,  0.7424222515675577
491, rgg_n_2_22_s0, pioneer   ,        4,      4096, openmp        ,  0.7424222515675577
492, europe_osm   , pioneer   ,        8,        16, openmp        ,  1.5127350990336699
493, europe_osm   , pioneer   ,        8,        32, openmp        ,  1.5127350990336699
494, europe_osm   , pioneer   ,        8,        64, openmp        ,  1.5127350990336699
495, europe_osm   , pioneer   ,        8,       256, openmp        ,  1.5127350990336699
496, europe_osm   , pioneer   ,        8,      1024, openmp        ,  1.5127350990336699
497, europe_osm   , pioneer   ,        8,      4096, openmp        ,  1.5127350990336699
498, europe_osm   , pioneer   ,        8,        16, openmp        ,  1.546444165119739
499, europe_osm   , pioneer   ,        8,        32, openmp        ,  1.546444165119739
500, europe_osm   , pioneer   ,        8,        64, openmp        ,  1.546444165119739
501, europe_osm   , pioneer   ,        8,       256, openmp        ,  1.546444165119739
502, europe_osm   , pioneer   ,        8,      1024, openmp        ,  1.546444165119739
503, europe_osm   , pioneer   ,        8,      4096, openmp        ,  1.546444165119739
504, rgg_n_2_22_s0, pioneer   ,        8,        16, openmp        ,  0.45765490257684316
505, rgg_n_2_22_s0, pioneer   ,        8,        32, openmp        ,  0.45765490257684316
506, rgg_n_2_22_s0, pioneer   ,        8,        64, openmp        ,  0.45765490257684316
507, rgg_n_2_22_s0, pioneer   ,        8,       256, openmp        ,  0.45765490257684316
508, rgg_n_2_22_s0, pioneer   ,        8,      1024, openmp        ,  0.45765490257684316
509, rgg_n_2_22_s0, pioneer   ,        8,      4096, openmp        ,  0.45765490257684316
510, GAP-road     , pioneer   ,        8,        16, openmp        ,  0.7645049758690943
511, GAP-road     , pioneer   ,        8,        32, openmp        ,  0.7645049758690943
512, GAP-road     , pioneer   ,        8,        64, openmp        ,  0.7645049758690943
513, GAP-road     , pioneer   ,        8,       256, openmp        ,  0.7645049758690943
514, GAP-road     , pioneer   ,        8,      1024, openmp        ,  0.7645049758690943
515, GAP-road     , pioneer   ,        8,      4096, openmp        ,  0.7645049758690943
516, rgg_n_2_22_s0, pioneer   ,        8,        16, openmp        ,  0.49754775827228276
517, rgg_n_2_22_s0, pioneer   ,        8,        32, openmp        ,  0.49754775827228276
518, rgg_n_2_22_s0, pioneer   ,        8,        64, openmp        ,  0.49754775827228276
519, rgg_n_2_22_s0, pioneer   ,        8,       256, openmp        ,  0.49754775827228276
520, rgg_n_2_22_s0, pioneer   ,        8,      1024, openmp        ,  0.49754775827228276
521, rgg_n_2_22_s0, pioneer   ,        8,      4096, openmp        ,  0.49754775827228276
522, GAP-road     , pioneer   ,        8,        16, openmp        ,  0.6234873242338382
523, GAP-road     , pioneer   ,        8,        32, openmp        ,  0.6234873242338382
524, GAP-road     , pioneer   ,        8,        64, openmp        ,  0.6234873242338382
525, GAP-road     , pioneer   ,        8,       256, openmp        ,  0.6234873242338382
526, GAP-road     , pioneer   ,        8,      1024, openmp        ,  0.6234873242338382
527, GAP-road     , pioneer   ,        8,      4096, openmp        ,  0.6234873242338382
528, europe_osm   , pioneer   ,       16,        16, openmp        ,  1.2170599071216632
529, europe_osm   , pioneer   ,       16,        32, openmp        ,  1.2170599071216632
530, europe_osm   , pioneer   ,       16,        64, openmp        ,  1.2170599071216632
531, europe_osm   , pioneer   ,       16,       256, openmp        ,  1.2170599071216632
532, europe_osm   , pioneer   ,       16,      1024, openmp        ,  1.2170599071216632
533, europe_osm   , pioneer   ,       16,      4096, openmp        ,  1.2170599071216632
534, GAP-road     , pioneer   ,       16,        16, openmp        ,  0.5011903101170493
535, GAP-road     , pioneer   ,       16,        32, openmp        ,  0.5011903101170493
536, GAP-road     , pioneer   ,       16,        64, openmp        ,  0.5011903101170493
537, GAP-road     , pioneer   ,       16,       256, openmp        ,  0.5011903101170493
538, GAP-road     , pioneer   ,       16,      1024, openmp        ,  0.5011903101170493
539, GAP-road     , pioneer   ,       16,      4096, openmp        ,  0.5011903101170493
540, rgg_n_2_22_s0, pioneer   ,       16,        16, openmp        ,  0.419073198942704
541, rgg_n_2_22_s0, pioneer   ,       16,        32, openmp        ,  0.419073198942704
542, rgg_n_2_22_s0, pioneer   ,       16,        64, openmp        ,  0.419073198942704
543, rgg_n_2_22_s0, pioneer   ,       16,       256, openmp        ,  0.419073198942704
544, rgg_n_2_22_s0, pioneer   ,       16,      1024, openmp        ,  0.419073198942704
545, rgg_n_2_22_s0, pioneer   ,       16,      4096, openmp        ,  0.419073198942704
546, GAP-road     , pioneer   ,       16,        16, openmp        ,  0.513819502926583
547, GAP-road     , pioneer   ,       16,        32, openmp        ,  0.513819502926583
548, GAP-road     , pioneer   ,       16,        64, openmp        ,  0.513819502926583
549, GAP-road     , pioneer   ,       16,       256, openmp        ,  0.513819502926583
550, GAP-road     , pioneer   ,       16,      1024, openmp        ,  0.513819502926583
551, GAP-road     , pioneer   ,       16,      4096, openmp        ,  0.513819502926583
552, europe_osm   , pioneer   ,       16,        16, openmp        ,  1.2301420900789521
553, europe_osm   , pioneer   ,       16,        32, openmp        ,  1.2301420900789521
554, europe_osm   , pioneer   ,       16,        64, openmp        ,  1.2301420900789521
555, europe_osm   , pioneer   ,       16,       256, openmp        ,  1.2301420900789521
556, europe_osm   , pioneer   ,       16,      1024, openmp        ,  1.2301420900789521
557, europe_osm   , pioneer   ,       16,      4096, openmp        ,  1.2301420900789521
558, rgg_n_2_22_s0, pioneer   ,       16,        16, openmp        ,  0.3669953749025969
559, rgg_n_2_22_s0, pioneer   ,       16,        32, openmp        ,  0.3669953749025969
560, rgg_n_2_22_s0, pioneer   ,       16,        64, openmp        ,  0.3669953749025969
561, rgg_n_2_22_s0, pioneer   ,       16,       256, openmp        ,  0.3669953749025969
562, rgg_n_2_22_s0, pioneer   ,       16,      1024, openmp        ,  0.3669953749025969
563, rgg_n_2_22_s0, pioneer   ,       16,      4096, openmp        ,  0.3669953749025969
564, GAP-road     , bananaf3  ,        1,       256, mcslock       ,  9.185304032923984
565, rgg_n_2_22_s0, bananaf3  ,        1,       256, mcslock       ,  4.709220879460914
566, rgg_n_2_22_s0, bananaf3  ,        1,        16, openmp        ,  5.087101659159851
567, rgg_n_2_22_s0, bananaf3  ,        1,        32, openmp        ,  5.087101659159851
568, rgg_n_2_22_s0, bananaf3  ,        1,        64, openmp        ,  5.087101659159851
569, rgg_n_2_22_s0, bananaf3  ,        1,       256, openmp        ,  5.087101659159851
570, rgg_n_2_22_s0, bananaf3  ,        1,      1024, openmp        ,  5.087101659159851
571, rgg_n_2_22_s0, bananaf3  ,        1,      4096, openmp        ,  5.087101659159851
572, GAP-road     , bananaf3  ,        1,        16, openmp        , 11.560008955651316
573, GAP-road     , bananaf3  ,        1,        32, openmp        , 11.560008955651316
574, GAP-road     , bananaf3  ,        1,        64, openmp        , 11.560008955651316
575, GAP-road     , bananaf3  ,        1,       256, openmp        , 11.560008955651316
576, GAP-road     , bananaf3  ,        1,      1024, openmp        , 11.560008955651316
577, GAP-road     , bananaf3  ,        1,      4096, openmp        , 11.560008955651316
578, europe_osm   , bananaf3  ,        1,        16, openmp        , 22.926224866208333
579, europe_osm   , bananaf3  ,        1,        32, openmp        , 22.926224866208333
580, europe_osm   , bananaf3  ,        1,        64, openmp        , 22.926224866208333
581, europe_osm   , bananaf3  ,        1,       256, openmp        , 22.926224866208333
582, europe_osm   , bananaf3  ,        1,      1024, openmp        , 22.926224866208333
583, europe_osm   , bananaf3  ,        1,      4096, openmp        , 22.926224866208333
584, rgg_n_2_22_s0, bananaf3  ,        1,        16, openmp        ,  5.083769700455018
585, rgg_n_2_22_s0, bananaf3  ,        1,        32, openmp        ,  5.083769700455018
586, rgg_n_2_22_s0, bananaf3  ,        1,        64, openmp        ,  5.083769700455018
587, rgg_n_2_22_s0, bananaf3  ,        1,       256, openmp        ,  5.083769700455018
588, rgg_n_2_22_s0, bananaf3  ,        1,      1024, openmp        ,  5.083769700455018
589, rgg_n_2_22_s0, bananaf3  ,        1,      4096, openmp        ,  5.083769700455018
590, europe_osm   , bananaf3  ,        1,        16, openmp        , 22.93365770814965
591, europe_osm   , bananaf3  ,        1,        32, openmp        , 22.93365770814965
592, europe_osm   , bananaf3  ,        1,        64, openmp        , 22.93365770814965
593, europe_osm   , bananaf3  ,        1,       256, openmp        , 22.93365770814965
594, europe_osm   , bananaf3  ,        1,      1024, openmp        , 22.93365770814965
